Found the following features in expression file:
left
base
right
processing: /home/ppp/Research_Projects/Merge_Conflicts/Resource/workspace/left/core/src/main/java/io/undertow/UndertowMessages.java
processing: /home/ppp/Research_Projects/Merge_Conflicts/Resource/workspace/left/core/src/main/java/io/undertow/UndertowMessages.java
processing: /home/ppp/Research_Projects/Merge_Conflicts/Resource/workspace/base/core/src/main/java/io/undertow/UndertowMessages.java
processing: /home/ppp/Research_Projects/Merge_Conflicts/Resource/workspace/base/core/src/main/java/io/undertow/UndertowMessages.java
processing: /home/ppp/Research_Projects/Merge_Conflicts/Resource/workspace/right/core/src/main/java/io/undertow/UndertowMessages.java
processing: /home/ppp/Research_Projects/Merge_Conflicts/Resource/workspace/right/core/src/main/java/io/undertow/UndertowMessages.java
[NT -> left : Feature]
	[NT -> core : Folder]
		[NT -> src : Folder]
			[NT -> main : Folder]
				[NT -> java : Folder]
					[NT -> io : Folder]
						[NT -> undertow : Folder]
							[NT -> UndertowMessages.java : Java-File]
								[NT -> - : CompilationUnit]
									[T -> - : PackageDeclaration "package io.undertow;" compose:Replacement merge: Default]
									[T -> java.io.IOException{ImportPackage} : ImportDeclaration "import java.io.IOException;" compose:Replacement merge: Default]
									[T -> java.net.SocketAddress{ImportPackage} : ImportDeclaration "import java.net.SocketAddress;" compose:Replacement merge: Default]
									[T -> java.nio.channels.ClosedChannelException{ImportPackage} : ImportDeclaration "import java.nio.channels.ClosedChannelException;" compose:Replacement merge: Default]
									[T -> io.undertow.predicate.PredicateBuilder{ImportPackage} : ImportDeclaration "import io.undertow.predicate.PredicateBuilder;" compose:Replacement merge: Default]
									[T -> io.undertow.protocols.http2.HpackException{ImportPackage} : ImportDeclaration "import io.undertow.protocols.http2.HpackException;" compose:Replacement merge: Default]
									[T -> io.undertow.server.handlers.builder.HandlerBuilder{ImportPackage} : ImportDeclaration "import io.undertow.server.handlers.builder.HandlerBuilder;" compose:Replacement merge: Default]
									[T -> org.jboss.logging.Messages{ImportPackage} : ImportDeclaration "import org.jboss.logging.Messages;" compose:Replacement merge: Default]
									[T -> org.jboss.logging.annotations.Cause{ImportPackage} : ImportDeclaration "import org.jboss.logging.annotations.Cause;" compose:Replacement merge: Default]
									[T -> org.jboss.logging.annotations.Message{ImportPackage} : ImportDeclaration "import org.jboss.logging.annotations.Message;" compose:Replacement merge: Default]
									[T -> org.jboss.logging.annotations.MessageBundle{ImportPackage} : ImportDeclaration "import org.jboss.logging.annotations.MessageBundle;" compose:Replacement merge: Default]
									[T -> javax.net.ssl.SSLPeerUnverifiedException{ImportPackage} : ImportDeclaration "import javax.net.ssl.SSLPeerUnverifiedException;" compose:Replacement merge: Default]
									[NT -> UndertowMessages : ClassDeclaration]
										[T -> - : Modifiers "@MessageBundle(projectCode = "UT") public" compose:Replacement merge: SemanticConflict]
										[T -> - : ClassOrInterface2 "interface" compose:Replacement merge: Default]
										[T -> UndertowMessages : Id "UndertowMessages" compose:Replacement merge: Default]
										[T -> MESSAGES : FieldDecl "UndertowMessages MESSAGES = Messages.getBundle(UndertowMessages.class);" compose:Replacement merge: SemanticConflict]
										[T -> maximumConcurrentRequestsMustBeLargerThanZero({FormalParametersInternal}) : MethodDecl "@Message(id = 1, value = "Maximum concurrent requests must be larger than zero.")     IllegalArgumentException maximumConcurrentRequestsMustBeLargerThanZero();" compose:Replacement merge: LineBased]
										[T -> responseAlreadyStarted({FormalParametersInternal}) : MethodDecl "@Message(id = 2, value = "The response has already been started")     IllegalStateException responseAlreadyStarted();" compose:Replacement merge: LineBased]
										[T -> responseChannelAlreadyProvided({FormalParametersInternal}) : MethodDecl "@Message(id = 4, value = "getResponseChannel() has already been called")     IllegalStateException responseChannelAlreadyProvided();" compose:Replacement merge: LineBased]
										[T -> requestChannelAlreadyProvided({FormalParametersInternal}) : MethodDecl "@Message(id = 5, value = "getRequestChannel() has already been called")     IllegalStateException requestChannelAlreadyProvided();" compose:Replacement merge: LineBased]
										[T -> handlerCannotBeNull({FormalParametersInternal}) : MethodDecl "@Message(id = 8, value = "Handler cannot be null")     IllegalArgumentException handlerCannotBeNull();" compose:Replacement merge: LineBased]
										[T -> pathMustBeSpecified({FormalParametersInternal}) : MethodDecl "@Message(id = 9, value = "Path must be specified")     IllegalArgumentException pathMustBeSpecified();" compose:Replacement merge: LineBased]
										[T -> sessionNotFound(String-String) : MethodDecl "@Message(id = 10, value = "Session not found %s")     IllegalStateException sessionNotFound(final String session);" compose:Replacement merge: LineBased]
										[T -> sessionManagerMustNotBeNull({FormalParametersInternal}) : MethodDecl "@Message(id = 11, value = "Session manager must not be null")     IllegalStateException sessionManagerMustNotBeNull();" compose:Replacement merge: LineBased]
										[T -> sessionManagerNotFound({FormalParametersInternal}) : MethodDecl "@Message(id = 12, value = "Session manager was not attached to the request. Make sure that the SessionAttachmentHandler is installed in the handler chain")     IllegalStateException sessionManagerNotFound();" compose:Replacement merge: LineBased]
										[T -> argumentCannotBeNull(String-String) : MethodDecl "@Message(id = 13, value = "Argument %s cannot be null")     IllegalArgumentException argumentCannotBeNull(final String argument);" compose:Replacement merge: LineBased]
										[T -> closeCalledWithDataStillToBeFlushed({FormalParametersInternal}) : MethodDecl "@Message(id = 14, value = "close() called with data still to be flushed. Please call shutdownWrites() and then call flush() until it returns true before calling close()")     IOException closeCalledWithDataStillToBeFlushed();" compose:Replacement merge: LineBased]
										[T -> cookieHandlerNotPresent({FormalParametersInternal}) : MethodDecl "@Message(id = 16, value = "Could not add cookie as cookie handler was not present in the handler chain")     IllegalStateException cookieHandlerNotPresent();" compose:Replacement merge: LineBased]
										[T -> formValueIsAFile({FormalParametersInternal}) : MethodDecl "@Message(id = 17, value = "Form value is a file, use getFile() instead")     IllegalStateException formValueIsAFile();" compose:Replacement merge: LineBased]
										[T -> formValueIsAString({FormalParametersInternal}) : MethodDecl "@Message(id = 18, value = "Form value is a String, use getValue() instead")     IllegalStateException formValueIsAString();" compose:Replacement merge: LineBased]
										[T -> requestEntityWasTooLarge(SocketAddress-SocketAddress-long-long) : MethodDecl "@Message(id = 19, value = "Connection from %s terminated as request entity was larger than %s")     IOException requestEntityWasTooLarge(SocketAddress address, long size);" compose:Replacement merge: LineBased]
										[T -> requestEntityWasTooLarge(long-long) : MethodDecl "@Message(id = 20, value = "Connection terminated as request was larger than %s")     IOException requestEntityWasTooLarge(long size);" compose:Replacement merge: LineBased]
										[T -> sessionAlreadyInvalidated({FormalParametersInternal}) : MethodDecl "@Message(id = 21, value = "Session already invalidated")     IllegalStateException sessionAlreadyInvalidated();" compose:Replacement merge: LineBased]
										[T -> hashAlgorithmNotFound(String-String) : MethodDecl "@Message(id = 22, value = "The specified hash algorithm '%s' can not be found.")     IllegalArgumentException hashAlgorithmNotFound(String algorithmName);" compose:Replacement merge: LineBased]
										[T -> invalidBase64Token(IOException-IOException) : MethodDecl "@Message(id = 23, value = "An invalid Base64 token has been received.")     IllegalArgumentException invalidBase64Token(@Cause final IOException cause);" compose:Replacement merge: LineBased]
										[T -> invalidNonceReceived({FormalParametersInternal}) : MethodDecl "@Message(id = 24, value = "An invalidly formatted nonce has been received.")     IllegalArgumentException invalidNonceReceived();" compose:Replacement merge: LineBased]
										[T -> unexpectedTokenInHeader(String-String) : MethodDecl "@Message(id = 25, value = "Unexpected token '%s' within header.")     IllegalArgumentException unexpectedTokenInHeader(final String name);" compose:Replacement merge: LineBased]
										[T -> invalidHeader({FormalParametersInternal}) : MethodDecl "@Message(id = 26, value = "Invalid header received.")     IllegalArgumentException invalidHeader();" compose:Replacement merge: LineBased]
										[T -> couldNotFindSessionCookieConfig({FormalParametersInternal}) : MethodDecl "@Message(id = 27, value = "Could not find session cookie config in the request")     IllegalStateException couldNotFindSessionCookieConfig();" compose:Replacement merge: LineBased]
										[T -> sessionAlreadyExists(String-String) : MethodDecl "@Message(id = 28, value = "Session %s already exists")     IllegalStateException sessionAlreadyExists(final String id);" compose:Replacement merge: LineBased]
										[T -> chunkedChannelClosedMidChunk({FormalParametersInternal}) : MethodDecl "@Message(id = 29, value = "Channel was closed mid chunk, if you have attempted to write chunked data you cannot shutdown the channel until after it has all been written.")     IOException chunkedChannelClosedMidChunk();" compose:Replacement merge: LineBased]
										[T -> userAuthenticated(String-String) : MethodDecl "@Message(id = 30, value = "User %s successfully authenticated.")     String userAuthenticated(final String userName);" compose:Replacement merge: LineBased]
										[T -> userLoggedOut(String-String) : MethodDecl "@Message(id = 31, value = "User %s has logged out.")     String userLoggedOut(final String userName);" compose:Replacement merge: LineBased]
										[T -> authTypeCannotBeCombined(String-String-String-String) : MethodDecl "@Message(id = 33, value = "Authentication type %s cannot be combined with %s")     IllegalStateException authTypeCannotBeCombined(String type, String existing);" compose:Replacement merge: LineBased]
										[T -> streamIsClosed({FormalParametersInternal}) : MethodDecl "@Message(id = 34, value = "Stream is closed")     IOException streamIsClosed();" compose:Replacement merge: LineBased]
										[T -> startBlockingHasNotBeenCalled({FormalParametersInternal}) : MethodDecl "@Message(id = 35, value = "Cannot get stream as startBlocking has not been invoked")     IllegalStateException startBlockingHasNotBeenCalled();" compose:Replacement merge: LineBased]
										[T -> connectionTerminatedReadingMultiPartData({FormalParametersInternal}) : MethodDecl "@Message(id = 36, value = "Connection terminated parsing multipart data")     IOException connectionTerminatedReadingMultiPartData();" compose:Replacement merge: LineBased]
										[T -> failedToParsePath({FormalParametersInternal}) : MethodDecl "@Message(id = 37, value = "Failed to parse path in HTTP request")     RuntimeException failedToParsePath();" compose:Replacement merge: LineBased]
										[T -> authenticationFailed(String-String) : MethodDecl "@Message(id = 38, value = "Authentication failed, requested user name '%s'")     String authenticationFailed(final String userName);" compose:Replacement merge: LineBased]
										[T -> tooManyQueryParameters(int-int) : MethodDecl "@Message(id = 39, value = "To many query parameters, cannot have more than %s query parameters")     RuntimeException tooManyQueryParameters(int noParams);" compose:Replacement merge: LineBased]
										[T -> tooManyHeaders(int-int) : MethodDecl "@Message(id = 40, value = "To many headers, cannot have more than %s header")     RuntimeException tooManyHeaders(int noParams);" compose:Replacement merge: LineBased]
										[T -> channelIsClosed({FormalParametersInternal}) : MethodDecl "@Message(id = 41, value = "Channel is closed")     ClosedChannelException channelIsClosed();" compose:Replacement merge: LineBased]
										[T -> couldNotDecodeTrailers({FormalParametersInternal}) : MethodDecl "@Message(id = 42, value = "Could not decode trailers in HTTP request")     IOException couldNotDecodeTrailers();" compose:Replacement merge: LineBased]
										[T -> dataAlreadyQueued({FormalParametersInternal}) : MethodDecl "@Message(id = 43, value = "Data is already being sent. You must wait for the completion callback to be be invoked before calling send() again")     IllegalStateException dataAlreadyQueued();" compose:Replacement merge: LineBased]
